prompt,prompt_len,target
How many passenger trips were made by tram in Melbourne between 2013-2014? | Melbourne is currently building 50 new E Class trams with some already in service in 2014.,47,1
"What sport do the Richmond Kickers compete in? | There are also several minor league sports in the city, including the Richmond Kickers of the USL Professional Division (third tier of American soccer) and the Richmond Flying Squirrels of the Class AA Eastern League of Minor League Baseball (an affiliate of the San Francisco Giants).",66,0
"What is one action this monarch took that is typically left to the discretion of parliament? | During the eleven years of personal rule that followed, Charles performed legally dubious actions, such as raising taxes without parliament's approval.",45,0
"What paradox did Sheptycki point out? | Studies of this kind outside of Europe are even rarer, so it is difficult to make generalizations, but one small-scale study that compared transnational police information and intelligence sharing practices at specific cross-border locations in North America and Europe confirmed that low visibility of police information and intelligence sharing was a common feature (Alain, 2001).",79,1
"What was Morrison forced to do in response to the Communist Party? | The ""Communist threat"" was deemed important enough for Herbert Morrison to order, with the support of the Cabinet, the stoppage of the Daily Worker and The Week; the Communist newspaper and journal.",53,0
"Where can one look for memorization clues concerning accent positions? | Comparative and historical linguistics offers some clues for memorising the accent position: If one compares many standard Serbo-Croatian words to e.g. cognate Russian words, the accent in the Serbo-Croatian word will be one syllable before the one in the Russian word, with the rising tone.",76,0
"What si Tuvalu's tv domain? | Internet domain name, which is now managed by Verisign until 2021.",30,1
What is the father of a litter referred as? | A group of offspring is a litter.,20,1
"What did Nasser pursue for Palestinians? | Nasser mediated discussions between the pro-Western, pro-Soviet, and neutralist conference factions over the composition of the ""Final Communique"" addressing colonialism in Africa and Asia and the fostering of global peace amid the Cold War between the West and the Soviet Union.",61,1
"What month and year did the Famicom receive a redesign? | In December 1993, the Famicom received a similar redesign.",32,0
"What branch of physics might support a worldview similar to Platonic dualism? | Plato was therefore a metaphysical and epistemological dualist, an outlook that modern idealism has striven to avoid: Plato's thought cannot therefore be counted as idealist in the modern sense, although quantum physics' assertion that man's consciousness is an immutable and primary requisite for not merely perceiving but shaping matter, and thus his reality, would give more credence to Plato's dualist position.[citation needed]",99,0
"What type of Art fairs are held at Ann Arbor? | One such event is the Ann Arbor Art Fairs, a set of four concurrent juried fairs held on downtown streets.",37,0
"In the 1970s, what did monaterism turn into? | Monetarism focuses on using the supply and demand of money as a method for controlling economic activity.",39,1
"What does modern ESC code do? | This is the same meaning of ""escape"" encountered in URL encodings, C language strings, and other systems where certain characters have a reserved meaning.",39,1
"What is the average day emperature of Limassol during winter? | 17–18 °C (63–64 °F) during the day and 7–8 °C (45–46 °F) at night, in other coastal locations in Cyprus is generally 16–17 °C (61–63 °F) during the day and 6–8 °C (43–46 °F) at night.",102,0
"Media Transfer Protocol was designed by who? | MTP was designed for use with portable media players, but it has since been adopted as the primary storage access protocol of the Android operating system from the version 4.1 Jelly Bean as well as Windows Phone 8 (Windows Phone 7 devices had used the Zune protocol which was an evolution of MTP).",74,1
"Where did Kanye premier a film directed by himself in 2012? | Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z.",63,1
